time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:55:24.684639792,0.0,0.0,"{'A','A'}",-32.167,-5.0,{}
2019-11-05 14:55:24.691782649,0.0,0.0,"{'A','A'}",-29.5,-5.167,{}
2019-11-05 14:55:24.698925506,0.0,0.0,"{'A','A'}",-22.0,-4.0,{}
2019-11-05 14:55:24.706068363,0.0,0.0,"{'A','A'}",-14.0,-2.8,{}
2019-11-05 14:55:24.713211220,0.0,0.0,{'A'},41.75,7.5,{}
2019-11-05 14:55:24.720354077,0.0,0.0,"{'A','A'}",-14.833,-3.833,{}
2019-11-05 14:55:24.727496934,0.0,0.0,{'A'},-13.333,-4.0,{}
2019-11-05 14:55:24.734639791,0.0,0.0,"{'A','A'}",-11.667,-3.833,{}
2019-11-05 14:55:24.741782648,0.0,0.0,"{'A','A'}",-8.5,-3.167,{}
2019-11-05 14:55:24.748925505,0.0,0.0,"{'A','A'}",-6.667,-3.167,{}
2019-11-05 14:55:24.756068362,0.0,0.0,"{'A','A'}",-5.167,-2.667,{}
2019-11-05 14:55:24.763211219,0.0,0.0,"{'A','A'}",-2.4,-1.6,{}
2019-11-05 14:55:24.770354076,0.0,0.0,{'A'},-7.25,-4.5,{}
2019-11-05 14:55:24.777496933,0.0,0.0,"{'A','A'}",-2.167,-2.0,{}
2019-11-05 14:55:24.784639790,0.0,0.0,"{'A','A'}",0.167,-0.5,{}
2019-11-05 14:55:24.791782647,0.0,0.0,{'A'},1.333,0.0,{}
2019-11-05 14:55:24.798925504,0.0,0.0,"{'A','A'}",2.333,-0.167,{}
2019-11-05 14:55:24.806068361,0.0,0.0,"{'A','A'}",2.5,-0.167,{}
2019-11-05 14:55:24.813211218,0.0,0.0,{'A'},3.667,0.333,{}
2019-11-05 14:55:24.820354075,0.0,0.0,"{'A','A'}",5.167,0.667,{}
2019-11-05 14:55:24.827496932,0.0,0.0,{'A'},2.667,0.333,{}
2019-11-05 14:55:24.834639789,0.0,0.0,"{'A','A'}",2.833,0.667,{}
2019-11-05 14:55:24.841782646,0.0,0.0,"{'A','A'}",2.5,0.667,{}
2019-11-05 14:55:24.848925503,0.0,0.0,"{'A','A'}",2.167,0.333,{}
2019-11-05 14:55:24.856068360,0.0,0.0,"{'A','A'}",1.5,0.333,{}
2019-11-05 14:55:24.863211217,0.0,0.0,"{'A','A'}",1.0,0.167,{}
2019-11-05 14:55:24.870354074,0.0,0.0,{'A'},1.0,0.0,{}
2019-11-05 14:55:24.877496931,0.0,0.0,"{'A','A'}",0.833,0.0,{}
