time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:56:14.684638792,0.0,0.0,"{'2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.691781649,0.0,0.0,"{'2','A','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.698924506,0.0,0.0,"{'2','A','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.706067363,0.0,0.0,"{'2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.713210220,0.0,0.0,"{'1','2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.720353077,0.0,0.0,"{'1','2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.727495934,0.0,0.0,"{'1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.734638791,0.0,0.0,"{'1','2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.741781648,0.0,0.0,"{'1','2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.748924505,0.0,0.0,"{'1','2','A','1','2','A'}",0.0,0.0,{}
2019-11-05 14:56:14.756067362,0.0,0.0,"{'1','2','A','1','A'}",-6.2,-0.6,{}
2019-11-05 14:56:14.763210219,0.0,0.0,"{'1','A'}",-30.0,-3.0,{}
2019-11-05 14:56:14.770353076,0.0,0.0,"{'1','A','1','A'}",-20.333,-2.0,{}
2019-11-05 14:56:14.777495933,0.0,0.0,"{'1','A','1','A'}",-20.0,-2.667,{}
2019-11-05 14:56:14.784638790,0.0,0.0,"{'1','A','1','A'}",-11.8,-1.4,{}
2019-11-05 14:56:14.791781647,0.0,0.0,"{'1','A'}",-11.25,-2.0,{}
2019-11-05 14:56:14.798924504,0.0,0.0,"{'1','A','1','A'}",-16.333,-2.167,{}
2019-11-05 14:56:14.806067361,0.0,0.0,"{'1','A','1','A'}",-28.833,-4.333,{}
2019-11-05 14:56:14.813210218,0.0,0.0,"{'1','A','1','A'}",-16.5,-2.667,{}
2019-11-05 14:56:14.820353075,0.0,0.0,"{'1','A'}",-15.0,-2.667,{}
2019-11-05 14:56:14.827495932,0.0,0.0,"{'1','A','1','A'}",-13.833,-2.5,{}
2019-11-05 14:56:14.834638789,0.0,0.0,"{'1','A','1','A'}",-11.333,-2.167,{}
2019-11-05 14:56:14.841781646,0.0,0.0,"{'1','A','A'}",-9.0,-2.333,{}
2019-11-05 14:56:14.848924503,0.0,0.0,"{'A','A'}",-5.5,-1.833,{}
2019-11-05 14:56:14.856067360,0.0,0.0,{'A'},-3.333,-1.667,{}
2019-11-05 14:56:14.863210217,0.0,0.0,"{'A','A'}",-0.333,-1.0,{}
2019-11-05 14:56:14.870353074,0.0,0.0,{'A'},4.2,-0.6,{}
2019-11-05 14:56:14.877495931,0.0,0.0,"{'A','A'}",7.25,-0.25,{}
2019-11-05 14:56:14.884638788,0.0,0.0,"{'A','A'}",9.833,-0.167,{}
2019-11-05 14:56:14.891781645,0.0,0.0,"{'A','A'}",13.667,0.0,{}
2019-11-05 14:56:14.898924502,0.0,0.0,"{'A','A'}",15.5,0.5,{}
2019-11-05 14:56:14.906067359,0.0,0.0,{'A'},1.8,0.0,{}
2019-11-05 14:56:14.913210216,0.0,0.0,"{'A','A'}",22.75,0.75,{}
2019-11-05 14:56:14.920353073,0.0,0.0,"{'A','A'}",26.0,0.833,{}
2019-11-05 14:56:14.927495930,0.0,0.0,"{'A','A'}",31.5,1.0,{}
2019-11-05 14:56:14.934638787,0.0,0.0,{'A'},46.667,1.0,{}
2019-11-05 14:56:14.941781644,0.0,0.0,"{'A','A'}",39.667,1.0,{}
2019-11-05 14:56:14.948924501,0.0,0.0,"{'A','A'}",47.167,0.5,{}
2019-11-05 14:56:14.956067358,0.0,0.0,{'A'},56.0,0.0,{}
2019-11-05 14:56:14.963210215,0.0,0.0,"{'A','A'}",42.0,0.0,{}
2019-11-05 14:56:14.970353072,0.0,0.0,"{'A','A'}",47.0,-0.667,{}
2019-11-05 14:56:14.977495929,0.0,0.0,{'A'},47.0,-1.0,{}
2019-11-05 14:56:14.984638786,0.0,0.0,"{'A','A'}",60.667,-2.333,{}
2019-11-05 14:56:14.991781643,0.0,0.0,"{'A','A'}",46.5,-2.167,{}
2019-11-05 14:56:14.998924500,0.0,0.0,"{'A','A'}",40.167,-1.833,{}
2019-11-05 14:56:15.006067357,0.0,0.0,"{'A','A'}",42.833,-2.333,{}
2019-11-05 14:56:15.013210214,0.0,0.0,{'A'},43.333,-2.0,{}
2019-11-05 14:56:15.020353071,0.0,0.0,"{'A','A'}",49.167,-2.333,{}
2019-11-05 14:56:15.027495928,0.0,0.0,{'A'},36.0,-1.333,{}
2019-11-05 14:56:15.034638785,0.0,0.0,"{'A','A'}",33.333,-0.833,{}
2019-11-05 14:56:15.041781642,0.0,0.0,"{'A','A'}",30.167,-0.833,{}
2019-11-05 14:56:15.048924499,0.0,0.0,"{'A','A'}",25.333,-0.167,{}
2019-11-05 14:56:15.056067356,0.0,0.0,"{'A','A'}",18.167,0.0,{}
2019-11-05 14:56:15.063210213,0.0,0.0,{'A'},18.0,0.0,{}
2019-11-05 14:56:15.070353070,0.0,0.0,"{'A','A'}",11.833,0.167,{}
2019-11-05 14:56:15.077495927,0.0,0.0,"{'A','A'}",8.667,1.167,{}
2019-11-05 14:56:15.084638784,0.0,0.0,{},4.0,1.833,{}
2019-11-05 14:56:15.091781641,0.0,0.0,{},1.167,2.333,{}
2019-11-05 14:56:15.098924498,0.0,0.0,{},-0.167,1.667,{}
2019-11-05 14:56:15.106067355,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.113210212,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.120353069,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.127495926,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.134638783,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.141781640,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.148924497,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.156067354,0.0,0.0,{},0.0,0.0,{}
2019-11-05 14:56:15.163210211,0.0,0.0,{},0.0,0.0,{}
