time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:56:21.827495792,0.0,0.0,"{'D','W','D','W'}",-25.333,-1.667,{}
2019-11-05 14:56:21.834638649,0.0,0.0,"{'D','W'}",-19.8,-1.2,{}
2019-11-05 14:56:21.841781506,0.0,0.0,"{'D','W','D','W'}",-16.0,-1.4,{}
2019-11-05 14:56:21.848924363,0.0,0.0,"{'D','W','D','W'}",-8.571,-1.0,{}
2019-11-05 14:56:21.856067220,0.0,0.0,"{'D','W','D'}",-11.4,-1.4,{}
2019-11-05 14:56:21.863210077,0.0,0.0,{'D'},-11.333,-2.0,{}
2019-11-05 14:56:21.870352934,0.0,0.0,"{'D','D'}",-6.667,-1.167,{}
2019-11-05 14:56:21.877495791,0.0,0.0,"{'D','D'}",-4.667,-0.833,{}
2019-11-05 14:56:21.884638648,0.0,0.0,"{'D','D'}",-2.6,-0.6,{}
2019-11-05 14:56:21.891781505,0.0,0.0,"{'D','D'}",-3.833,-0.833,{}
2019-11-05 14:56:21.898924362,0.0,0.0,"{'D','D'}",-2.833,-1.0,{}
2019-11-05 14:56:21.906067219,0.0,0.0,{'D'},0.0,-0.25,{}
2019-11-05 14:56:21.913210076,0.0,0.0,"{'D','D'}",-0.8,-0.4,{}
2019-11-05 14:56:21.920352933,0.0,0.0,"{'D','D'}",-0.833,-0.5,{}
2019-11-05 14:56:21.927495790,0.0,0.0,{'D'},-0.25,-0.25,{}
2019-11-05 14:56:21.934638647,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.941781504,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.948924361,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.956067218,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.963210075,0.0,0.0,{'D'},0.0,0.0,{}
2019-11-05 14:56:21.970352932,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.977495789,0.0,0.0,"{'D','D'}",0.0,0.0,{}
2019-11-05 14:56:21.984638646,0.0,0.0,{'D'},-0.5,0.0,{}
2019-11-05 14:56:21.991781503,0.0,0.0,"{'D','D'}",-0.167,0.0,{}
2019-11-05 14:56:21.998924360,0.0,0.0,"{'D','D'}",-0.4,0.2,{}
2019-11-05 14:56:22.006067217,0.0,0.0,"{'D','D'}",0.0,0.333,{}
2019-11-05 14:56:22.013210074,0.0,0.0,{'D'},0.0,0.75,{}
2019-11-05 14:56:22.020352931,0.0,0.0,"{'D','D'}",0.0,0.6,{}
2019-11-05 14:56:22.027495788,0.0,0.0,"{'D','D'}",0.0,0.833,{}
2019-11-05 14:56:22.034638645,0.0,0.0,{'D'},0.25,1.25,{}
2019-11-05 14:56:22.041781502,0.0,0.0,"{'D','D'}",0.0,0.833,{}
2019-11-05 14:56:22.048924359,0.0,0.0,"{'D','D'}",0.0,1.0,{}
2019-11-05 14:56:22.056067216,0.0,0.0,"{'D','D'}",-0.2,0.6,{}
2019-11-05 14:56:22.063210073,0.0,0.0,"{'D','D'}",-0.667,1.167,{}
2019-11-05 14:56:22.070352930,0.0,0.0,{'D'},-1.5,1.75,{}
2019-11-05 14:56:22.077495787,0.0,0.0,"{'D','D'}",-1.333,1.167,{}
2019-11-05 14:56:22.084638644,0.0,0.0,"{'D','D'}",-0.8,0.6,{}
2019-11-05 14:56:22.091781501,0.0,0.0,"{'D','D'}",-1.667,1.167,{}
2019-11-05 14:56:22.098924358,0.0,0.0,"{'D','D'}",-1.833,0.833,{}
2019-11-05 14:56:22.106067215,0.0,0.0,{'D'},-2.75,1.5,{}
2019-11-05 14:56:22.113210072,0.0,0.0,"{'D','D'}",-1.833,1.0,{}
2019-11-05 14:56:22.120352929,0.0,0.0,{'D'},-2.0,0.75,{}
2019-11-05 14:56:22.127495786,0.0,0.0,"{'D','D'}",-3.4,1.8,{}
2019-11-05 14:56:22.134638643,0.0,0.0,"{'D','D'}",-2.833,1.5,{}
2019-11-05 14:56:22.141781500,0.0,0.0,"{'D','D','S'}",-2.2,0.8,{}
2019-11-05 14:56:22.148924357,0.0,0.0,"{'D','S','D','S'}",-5.333,2.667,{}
2019-11-05 14:56:22.156067214,0.0,0.0,"{'D','S','D','S'}",-4.4,2.0,{}
2019-11-05 14:56:22.163210071,0.0,0.0,"{'D','S'}",-3.4,1.6,{}
2019-11-05 14:56:22.170352928,0.0,0.0,"{'D','S','D','S'}",-1.8,1.0,{}
2019-11-05 14:56:22.177495785,0.0,0.0,"{'D','S','D','S'}",-3.5,1.833,{}
2019-11-05 14:56:22.184638642,0.0,0.0,"{'D','S'}",-4.25,2.0,{}
2019-11-05 14:56:22.191781499,0.0,0.0,"{'D','S','D','S'}",-2.667,1.167,{}
2019-11-05 14:56:22.198924356,0.0,0.0,"{'D','S','D','S'}",-2.0,0.6,{}
2019-11-05 14:56:22.206067213,0.0,0.0,"{'D','S'}",-3.0,1.0,{}
2019-11-05 14:56:22.213210070,0.0,0.0,"{'D','S','D','S'}",-1.5,0.333,{}
2019-11-05 14:56:22.220352927,0.0,0.0,"{'D','S','D','S'}",-0.6,0.2,{}
2019-11-05 14:56:22.227495784,0.0,0.0,"{'D','S','D','S'}",-0.833,0.167,{}
2019-11-05 14:56:22.234638641,0.0,0.0,"{'D','S'}",0.0,0.25,{}
2019-11-05 14:56:22.241781498,0.0,0.0,"{'D','S','D','S'}",0.0,0.167,{}
2019-11-05 14:56:22.248924355,0.0,0.0,"{'D','S','D','S'}",0.833,0.167,{}
2019-11-05 14:56:22.256067212,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.263210069,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.270352926,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.277495783,0.0,0.0,"{'D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.284638640,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.291781497,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.298924354,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.306067211,0.0,0.0,"{'D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.313210068,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.320352925,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.327495782,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.334638639,0.0,0.0,"{'D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.341781496,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.348924353,0.0,0.0,"{'D','S','D','S'}",0.0,0.0,{}
2019-11-05 14:56:22.356067210,0.0,0.0,"{'D','S','S'}",0.0,0.0,{}
2019-11-05 14:56:22.363210067,0.0,0.0,"{'S','S'}",0.0,0.0,{}
2019-11-05 14:56:22.370352924,0.0,0.0,{'S'},0.0,0.0,{}
2019-11-05 14:56:22.377495781,0.0,0.0,"{'S','S'}",0.0,0.0,{}
