time,gaze_x,gaze_y,key,mouse_dx,mouse_dy,mouse_key
2019-11-05 14:56:07.541781792,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",-0.2,1.4,{}
2019-11-05 14:56:07.548924649,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.0,1.5,{}
2019-11-05 14:56:07.556067506,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.0,1.667,{}
2019-11-05 14:56:07.563210363,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.0,1.2,{}
2019-11-05 14:56:07.570353220,0.0,0.0,"{'D','LCONTROL'}",0.4,2.8,{}
2019-11-05 14:56:07.577496077,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.4,1.6,{}
2019-11-05 14:56:07.584638934,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.5,1.667,{}
2019-11-05 14:56:07.591781791,0.0,0.0,"{'D','LCONTROL'}",2.0,4.667,{}
2019-11-05 14:56:07.598924648,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",1.333,3.167,{}
2019-11-05 14:56:07.606067505,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.0,1.333,{}
2019-11-05 14:56:07.613210362,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.167,2.833,{}
2019-11-05 14:56:07.620353219,0.0,0.0,"{'D','LCONTROL','D','LCONTROL'}",0.0,1.8,{}
2019-11-05 14:56:07.627496076,0.0,0.0,"{'D','W'}",-0.75,3.75,{}
2019-11-05 14:56:07.634638933,0.0,0.0,"{'D','W','D','W'}",-0.667,2.167,{}
2019-11-05 14:56:07.641781790,0.0,0.0,"{'D','W','D','W'}",-0.5,1.833,{}
2019-11-05 14:56:07.648924647,0.0,0.0,"{'D','W','D','W'}",-0.167,1.667,{}
2019-11-05 14:56:07.656067504,0.0,0.0,"{'D','W','D','W'}",-0.2,0.8,{}
2019-11-05 14:56:07.663210361,0.0,0.0,"{'D','W'}",0.0,1.75,{}
